280,32483.3333,56350
281,32483.3333,57750
282,32500,54016.6667
283,32500,54416.6667
284,32500,56033.3333
285,32516.6667,53483.3333
286,32516.6667,54533.3333
287,32516.6667,54583.3333
288,32516.6667,54683.3333
289,32516.6667,57750
290,32533.3333,54566.6667
291,32533.3333,55500
292,32533.3333,57133.3333
293,32566.6667,53416.6667
294,32566.6667,56883.3333
295,32566.6667,57366.6667
296,32566.6667,57483.3333
297,32583.3333,53383.3333
298,32600,55583.3333
299,32616.6667,54600
300,32616.6667,55833.3333
301,32616.6667,56483.3333
302,32633.3333,53300
303,32633.3333,53900
304,32633.3333,55116.6667
305,32633.3333,56350
306,32633.3333,56750
307,32650,54250
308,32650,54450
309,32666.6667,53616.6667
310,32666.6667,55450
311,32683.3333,54633.3333
312,32683.3333,56883.3333
313,32683.3333,57633.3333
314,32683.3333,58133.3333
315,32700,53966.6667
316,32716.6667,55600
317,32716.6667,57466.6667
318,32750,53483.3333
319,32750,53733.3333
320,32750,54400
321,32750,55650
322,32750,57750
323,32766.6667,55433.3333
324,32766.6667,55633.3333
325,32766.6667,57783.3333
326,32766.6667,57883.3333
327,32783.3333,53833.3333
328,32783.3333,55900
329,32800,55800
330,32800,56416.6667
331,32800,57050
332,32816.6667,56516.6667
333,32833.3333,54766.6667
334,32833.3333,55483.3333
335,32833.3333,56183.3333
336,32833.3333,56433.3333
337,32833.3333,57716.6667
338,32850,57683.3333
339,32866.6667,55916.6667
340,32866.6667,56466.6667
341,32883.3333,55416.6667
342,32883.3333,55516.6667
343,32883.3333,56800
344,32900,55233.3333
345,32900,56083.3333
346,32900,56133.3333
347,32916.6667,54966.6667
348,32916.6667,57733.3333
349,32933.3333,53950
350,32933.3333,54266.6667
351,32933.3333,55516.6667
352,32933.3333,57116.6667
353,32933.3333,57650
354,32950,54216.6667
355,32966.6667,55400
356,32983.3333,54583.3333
357,32983.3333,58050
358,33000,53633.3333
359,33000,55133.3333
360,33000,55783.3333
361,33016.6667,53700
362,33016.6667,53950
363,33016.6667,55050
364,33016.6667,56483.3333
365,33033.3333,57000
366,33050,54066.6667
367,33050,54150
368,33050,56483.3333
369,33066.6667,55850
370,33083.3333,55966.6667
371,33083.3333,56183.3333
372,33083.3333,57433.3333
373,33100,55133.3333
374,33100,57633.3333
375,33100,57733.3333
376,33116.6667,54816.6667
377,33116.6667,54833.3333
378,33116.6667,55983.3333
379,33132.5,58295.5556
380,33133.3333,54933.3333
381,33133.3333,57150
382,33150,54150
383,33166.6667,54966.6667
384,33166.6667,57583.3333
385,33183.3333,53900
386,33183.3333,55700
387,33183.3333,57466.6667
388,33200,53800
389,33200,54750
390,33200,56783.3333
391,33216.6667,54383.3333
392,33216.6667,56683.3333
393,33233.3333,53850
394,33233.3333,54383.3333
395,33233.3333,57133.3333
396,33250,53900
397,33250,53916.6667
398,33250,54016.6667
399,33250,54333.3333
400,33250,56016.6667
401,33250,57333.3333
402,33255.8333,58019.1667
403,33266.6667,53783.3333
404,33266.6667,54416.6667
405,33266.6667,55100
406,33266.6667,55116.6667
407,33283.3333,53933.3333
408,33300,56350
409,33333.3333,54783.3333
410,33333.3333,56466.6667
411,33333.3333,56933.3333
412,33333.3333,57950
413,33350,55616.6667
414,33350,55633.3333
415,33366.6667,53666.6667
416,33366.6667,56483.3333
417,33383.3333,55083.3333
418,33383.3333,56416.6667
419,33383.3333,57550
420,33400,54683.3333
421,33400,58316.6667
422,33413.0556,56500.5556
423,33416.6667,55633.3333
424,33416.6667,57066.6667
425,33450,54533.3333
426,33450,57733.3333
427,33466.6667,54200
428,33466.6667,54650
429,33466.6667,54666.6667
430,33466.6667,55116.6667
431,33466.6667,55200
432,33466.6667,55616.6667
433,33483.3333,55150
434,33483.3333,55566.6667
435,33483.3333,56150
436,33483.3333,56483.3333
437,33500,55216.6667
438,33500,56750
439,33500,56866.6667
440,33516.6667,53783.3333
441,33516.6667,54916.6667
442,33516.6667,56400
443,33516.6667,57833.3333
444,33533.3333,54433.3333
445,33533.3333,54600
446,33533.3333,56900
447,33533.3333,56933.3333
448,33538.8889,56888.6111
449,33544.1667,58197.2222
450,33550,55666.6667
451,33550,56900
452,33566.6667,53850
453,33583.3333,57300
454,33583.3333,57583.3333
455,33583.3333,58083.3333
456,33600,54316.6667
457,33600,55333.3333
458,33600,56350
459,33600,57133.3333
460,33600,57983.3333
461,33616.6667,53716.6667
462,33616.6667,57633.3333
463,33616.6667,58283.3333
464,33650,53800
465,33650,57533.3333
466,33666.6667,54200
467,33683.3333,53450
468,33683.3333,53550
469,33683.3333,54650
470,33683.3333,57566.6667
471,33716.6667,54533.3333
472,33716.6667,58083.3333
473,33716.6667,58266.6667
474,33733.3333,54750
475,33733.3333,56333.3333
476,33733.3333,57833.3333
477,33750,55283.3333
478,33750,56466.6667
479,33750,57483.3333
480,33750,57616.6667
481,33766.6667,58350
482,33800,54000
483,33800,58250
484,33816.6667,55550
485,33816.6667,57550
486,33833.3333,56300
487,33850,55166.6667
488,33850,56883.3333
489,33850,57016.6667
490,33850,57683.3333
491,33866.6667,55550
492,33866.6667,57000
493,33866.6667,57516.6667
494,33866.6667,57616.6667
495,33883.3333,53500
496,33883.3333,54716.6667
497,33883.3333,56450
498,33883.3333,57383.3333
499,33883.3333,57400
500,33883.3333,57666.6667
501,33883.3333,58416.6667
502,33900,55150
503,33900,56833.3333
504,33916.6667,57783.3333
505,33933.3333,55266.6667
506,33933.3333,55683.3333
507,33933.3333,56250
508,33933.3333,57466.6667
509,33933.3333,58166.6667
510,33950,55850
511,33950,56750
512,33950,57900
513,33950,58233.3333
514,33966.6667,57100
515,33966.6667,58283.3333
516,33983.3333,53983.3333
517,33983.3333,57900
518,33983.3333,58150
519,33983.3333,58250
520,33989.1667,58285.5556
521,34000,55666.6667
522,34000,58250
523,34016.6667,57650
524,34033.3333,54283.3333
525,34033.3333,55650
526,34033.3333,57833.3333
527,34033.3333,58133.3333
528,34050,54783.3333
529,34050,55883.3333
530,34050,56200
531,34066.6667,53933.3333
532,34066.6667,54500
533,34066.6667,56300
534,34066.6667,56383.3333
535,34066.6667,57350
536,34066.6667,57716.6667
537,34083.3333,57383.3333
538,34095.5556,56214.1667
539,34100,58000
540,34116.6667,53950
541,34133.3333,56400
542,34150,56950
543,34152.2222,58012.5
544,34153.0556,58176.6667
545,34166.6667,53833.3333
546,34166.6667,53850
547,34166.6667,54666.6667
548,34166.6667,56683.3333
549,34183.3333,53783.3333
550,34183.3333,55733.3333
551,34183.3333,57933.3333
552,34189.1667,56339.4444
553,34200,53933.3333
554,34200,54750
555,34200,56216.6667
556,34200,56983.3333
557,34200,57100
558,34200,57783.3333
559,34200,57866.6667
560,34216.6667,57000
561,34233.3333,55733.3333
562,34233.3333,56866.6667
563,34250,55933.3333
564,34250,56683.3333
565,34266.6667,53933.3333
566,34266.6667,54316.6667
567,34266.6667,57450
568,34283.3333,54983.3333
569,34283.3333,55233.3333
570,34283.3333,56216.6667
571,34283.3333,56916.6667
572,34283.3333,57616.6667
573,34290.5556,56388.8889
574,34300,55966.6667
575,34300,57233.3333
576,34300,57733.3333
577,34316.6667,56800
578,34316.6667,57000
579,34316.6667,57216.6667
580,34316.6667,57350
581,34319.1667,56805.2778
582,34333.3333,55450
583,34333.3333,55650
584,34333.3333,57233.3333
585,34333.3333,57716.6667
586,34337.5,56713.6111
587,34350,55766.6667
588,34350,56650
589,34350,57300
590,34350,57433.3333
591,34350,57850
592,34351.6667,56398.3333
593,34366.6667,53766.6667
594,34366.6667,53833.3333
595,34366.6667,54066.6667
596,34366.6667,55166.6667
597,34366.6667,55516.6667
598,34366.6667,55783.3333
599,34366.6667,56400
600,34366.6667,57050
601,34366.6667,57066.6667
602,34366.6667,57566.6667
603,34370,55225
604,34382.7778,56541.6667
605,34383.3333,56283.3333
606,34383.3333,56383.3333
607,34383.3333,56766.6667
608,34400,53783.3333
609,34400,56333.3333
610,34400,56533.3333
611,34400,57166.6667
612,34400,57333.3333
613,34400,57666.6667
614,34400,57883.3333
615,34411.6667,56402.2222
616,34416.6667,56466.6667
617,34416.6667,57283.3333
618,34416.6667,57733.3333
619,34419.7222,56422.5
620,34433.3333,55983.3333
621,34433.3333,57416.6667
622,34433.3333,57716.6667
623,34433.3333,57883.3333
624,34442.2222,56443.6111
625,34449.7222,56079.1667
626,34450,55783.3333
627,34450,56166.6667
628,34450,56250
629,34450,56283.3333
630,34450,57600
631,34453.3333,56390.5556
632,34466.6667,57716.6667
633,34466.6667,57850
634,34483.3333,54333.3333
635,34483.3333,55633.3333
636,34483.3333,55650
637,34483.3333,56850
638,34497.5,56037.2222
639,34500,55583.3333
640,34500,56383.3333
641,34516.6667,55250
642,34519.7222,56798.8889
643,34521.9444,56393.6111
644,34522.7778,56277.7778
645,34533.3333,56300
646,34533.3333,56316.6667
647,34550,55883.3333
648,34566.6667,55700
649,34583.3333,55833.3333
650,34583.8889,56699.4444
651,34589.4444,56252.7778
652,34600,54550
653,34600,55483.3333
654,34600,56133.3333
655,34605,56356.3889
656,34633.3333,55616.6667
657,34633.3333,55966.6667
658,34633.3333,56333.3333
659,34633.3333,56619.1667
660,34646.9444,56062.7778
661,34650,55233.3333
662,34650,55866.6667
663,34650,56600
664,34650,56716.6667
665,34650,56750
666,34665,56219.4444
667,34666.6667,54166.6667
668,34666.6667,55266.6667
669,34666.6667,56000
670,34683.3333,55683.3333
671,34683.3333,56733.3333
672,34698.3333,56217.5
673,34700,55900
674,34715.2778,56073.3333
675,34716.6667,55416.6667
676,34716.6667,55533.3333
677,34716.6667,55950
678,34726.3889,56220
679,34733.3333,55266.6667
680,34733.3333,55716.6667
681,34733.6111,56036.6667
682,34742.2222,56098.3333
683,34750,55333.3333
684,34750,55683.3333
685,34761.6667,56223.6111
686,34762.5,56020.5556
687,34763.3333,56385.2778
688,34764.1667,56213.8889
689,34766.6667,55750
690,34781.1111,56053.3333
691,34790.2778,56350
692,34800,54916.6667
693,34800,55233.3333
694,34800,55366.6667
695,34800,56216.6667
696,34800,56233.3333
697,34801.6667,56334.1667
698,34803.0556,56085.8333
699,34813.0556,56044.7222
700,34816.6667,56100
701,34816.6667,56183.3333
702,34828.6111,56139.4444
703,34833.3333,56116.6667
704,34833.3333,56216.6667
705,34833.3333,56233.3333
706,34850,56083.3333
707,34850,56116.6667
708,34850,56216.6667
709,34850,56233.3333
710,34858.0556,56170.8333
711,34860.2778,56052.2222
712,34866.6667,54866.6667
713,34866.6667,56166.6667
714,34870.5556,56133.6111
715,34875,56258.8889
716,34877.2222,56029.7222
717,34883.3333,56150
718,34883.3333,56183.3333
719,34883.3333,56200
720,34883.3333,56216.6667
721,34883.3333,56233.3333
722,34885.2778,56060.5556
723,34900,54950
724,34900,55283.3333
725,34900,56100
726,34900,56133.3333
727,34900,56150
728,34900,56183.3333
729,34905,56168.3333
730,34905.2778,56194.4444
731,34908.3333,56208.3333
732,34909.7222,56152.2222
733,34922.7778,56159.7222
734,34966.6667,54950
